id,timestamp,source,file_name,sector,coordenadas,class,confidence,peso_total_foto_kg
6ae981c3-4336-4992-b83d-9e20421b58d8,2025-12-17T10:39:49.386185,upload,Filtracion-residuos.jpg,Vacamonte,"8.90, -79.68",PLASTIC,0.49517130851745605,0.03
8510d38b-938f-48dd-b732-d880871010c0,2025-12-17T10:52:01.479515,upload,Filtracion-residuos.jpg,Vacamonte,"8.90, -79.68",PLASTIC,0.49517130851745605,0.0
ee04c71d-f310-4522-83e2-fe83eb1318ad,2025-12-17T10:56:35.457286,upload,Filtracion-residuos.jpg,Vacamonte,"8.90, -79.68",PLASTIC,0.49517130851745605,0.0
4a8bd2fb-8707-4c70-83b9-d3783b33d909,2025-12-17T10:59:03.080135,upload,Filtracion-residuos.jpg,Vacamonte,"8.90, -79.68",PLASTIC,0.49517130851745605,0.0
50e17fea-041a-4cb2-8bea-9d35a16cba2c,2025-12-17T11:09:16.169695,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.0
7ba1b3e2-5170-4a60-ade2-52a9bed5f7ac,2025-12-17T11:42:45.202946,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.05
68137bfd-3099-400d-9d1e-ce3bc84a334b,2025-12-17T12:04:05.286587,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.05
b924e121-2a15-45fe-be12-9380bb43ada5,2025-12-17T12:28:14.157245,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.0
e17a26e7-da8e-4d7c-815d-6af1aac60129,2025-12-17T12:29:17.933563,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.02
08f97682-5aec-45fa-b079-28adc5c3d77e,2025-12-17T12:36:16.915605,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.0
da4b66f8-456a-4234-8480-1bf9e73488b2,2025-12-17T12:36:44.177791,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.02
6d44c6dc-930b-4992-9178-0de276475166,2025-12-17T12:59:17.093049,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.075
620d34b2-e397-4b61-aa1e-6b284ca090c7,2025-12-17T13:03:17.100601,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.025
f54229c9-d761-42a3-8dc6-316788dde7a4,2025-12-17T13:05:06.780399,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.1
82597025-a60f-4c91-94bf-25d8c12d5fa9,2025-12-17T13:07:14.159196,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.1
b813e1b3-09ec-4882-a6e5-838dfd9be212,2025-12-17T13:09:10.916516,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.0
2d8e5514-8a3c-4d44-8aaf-4c3c526508ab,2025-12-17T13:11:04.159367,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.05
1d3f89aa-9140-4074-8ea6-89b7d460042a,2025-12-17T13:14:51.727020,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.075
50626602-6a68-406c-878c-7fb332b8aad3,2025-12-17T13:16:54.501345,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.0
b04f68bf-7e6d-4d54-995c-a6f79fbf4573,2025-12-17T13:17:30.142481,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.0
0200cf72-145c-4a1d-b785-227ae0c4e254,2025-12-17T13:17:43.669714,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.0
0d9020fb-db44-42f9-b91f-d1b1190ee0f9,2025-12-17T13:17:52.631528,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.0
4cd73d9b-fde9-4169-be91-5bfb647f8093,2025-12-17T13:18:31.409379,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.15
d800ce82-385d-43d0-8827-a40c814c9503,2025-12-17T13:24:01.336627,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.03
1aeaac49-8fb8-4e39-92c6-9743763f909a,2025-12-17T13:30:34.679146,upload,Filtracion-residuos.jpg,Ciudad de Panamá,"8.98, -79.52",PLASTIC,0.49517130851745605,0.07
5a0a4414-1968-4951-9185-45466cb17285,2025-12-17T13:55:11.867850,upload,MANZNA-ROJA.jpg,Ciudad de Panamá,"8.98, -79.52",BIODEGRADABLE,0.6886394619941711,0.1
ee35d490-d433-4ce9-9844-506d1e899d68,2025-12-17T13:55:48.126245,upload,MANZNA-ROJA.jpg,Ciudad de Panamá,"8.98, -79.52",BIODEGRADABLE,0.6886394619941711,0.1
6703b97f-292b-40cb-8d33-a4251f58194b,2025-12-17T14:02:09.058023,upload,MANZNA-ROJA.jpg,Ciudad de Panamá,"8.98, -79.52",BIODEGRADABLE,0.6886394619941711,0.3
